# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
133.823,229907.74,1703.608,-8.982,1166202.189,7.314,0.375
133.873,229992.909,1703.159,-8.981,1166202.189,7.313,0.375
133.923,230078.056,1702.71,-8.981,1166202.189,7.311,0.375
133.973,230163.18,1702.261,-8.981,1166202.189,7.31,0.375
134.023,230248.282,1701.812,-8.981,1166202.189,7.308,0.375
134.073,230333.361,1701.363,-8.98,1166202.189,7.307,0.375
134.123,230418.418,1700.914,-8.98,1166202.189,7.305,0.375
134.173,230503.453,1700.465,-8.98,1166202.189,7.304,0.375
134.223,230588.465,1700.016,-8.98,1166202.189,7.303,0.375
134.273,230673.454,1699.567,-8.979,1166202.189,7.302,0.375
134.323,230758.421,1699.118,-8.979,1166202.189,7.301,0.375
134.373,230843.366,1698.669,-8.979,1166202.189,7.299,0.376
134.423,230928.288,1698.22,-8.979,1166202.189,7.298,0.376
134.473,231013.188,1697.771,-8.978,1166202.189,7.297,0.376
134.523,231098.066,1697.322,-8.978,1166202.189,7.295,0.376
134.573,231182.92,1696.874,-8.978,1166202.189,7.294,0.376
134.623,231267.753,1696.425,-8.978,1166202.189,7.292,0.376
134.673,231352.563,1695.976,-8.978,1166202.189,7.291,0.376
134.723,231437.35,1695.527,-8.977,1166202.189,7.289,0.376
134.773,231522.116,1695.078,-8.977,1166202.189,7.288,0.376
134.823,231606.858,1694.629,-8.977,1166202.189,7.287,0.376
134.873,231691.579,1694.18,-8.977,1166202.189,7.286,0.376
134.923,231776.276,1693.732,-8.976,1166202.189,7.284,0.376
134.973,231860.952,1693.283,-8.976,1166202.189,7.283,0.376
135.023,231945.605,1692.834,-8.976,1166202.189,7.282,0.376
135.073,232030.235,1692.385,-8.976,1166202.189,7.281,0.376
135.123,232114.843,1691.936,-8.975,1166202.189,7.279,0.376
135.173,232199.429,1691.488,-8.975,1166202.189,7.278,0.376
135.223,232283.992,1691.039,-8.975,1166202.189,7.277,0.377
135.273,232368.533,1690.59,-8.975,1166202.189,7.276,0.377
135.323,232453.051,1690.142,-8.974,1166202.189,7.274,0.377
135.373,232537.547,1689.693,-8.974,1166202.189,7.273,0.377
135.423,232622.02,1689.244,-8.974,1166202.189,7.272,0.377
135.473,232706.471,1688.795,-8.974,1166202.189,7.27,0.377
135.523,232790.9,1688.347,-8.973,1166202.189,7.269,0.377
135.573,232875.306,1687.898,-8.973,1166202.189,7.268,0.377
135.623,232959.69,1687.449,-8.973,1166202.189,7.267,0.377
135.673,233044.051,1687.001,-8.973,1166202.189,7.265,0.377
135.723,233128.39,1686.552,-8.973,1166202.189,7.264,0.377
135.773,233212.706,1686.104,-8.972,1166202.189,7.263,0.377
135.823,233297,1685.655,-8.972,1166202.189,7.262,0.377
135.873,233381.272,1685.206,-8.972,1166202.189,7.26,0.377
135.923,233465.521,1684.758,-8.972,1166202.189,7.259,0.377
135.973,233549.747,1684.309,-8.971,1166202.189,7.257,0.377
136.023,233633.952,1683.861,-8.971,1166202.189,7.256,0.378
136.073,233718.133,1683.412,-8.971,1166202.189,7.255,0.378
136.123,233802.293,1682.964,-8.971,1166202.189,7.254,0.378
136.173,233886.43,1682.515,-8.97,1166202.189,7.252,0.378
136.223,233970.544,1682.067,-8.97,1166202.189,7.251,0.378
136.273,234054.636,1681.618,-8.97,1166202.189,7.25,0.378
136.323,234138.706,1681.17,-8.97,1166202.189,7.248,0.378
136.373,234222.753,1680.721,-8.969,1166202.189,7.247,0.378
136.423,234306.778,1680.273,-8.969,1166202.189,7.246,0.378
136.473,234390.781,1679.824,-8.969,1166202.189,7.244,0.378
136.523,234474.761,1679.376,-8.969,1166202.189,7.243,0.378
136.573,234558.718,1678.927,-8.969,1166202.189,7.242,0.378
136.623,234642.653,1678.479,-8.968,1166202.189,7.24,0.378
136.673,234726.566,1678.031,-8.968,1166202.189,7.239,0.378
136.723,234810.456,1677.582,-8.968,1166202.189,7.238,0.378
136.773,234894.324,1677.134,-8.968,1166202.189,7.236,0.378
136.823,234978.17,1676.685,-8.967,1166202.189,7.235,0.379
136.873,235061.993,1676.237,-8.967,1166202.189,7.234,0.379
136.923,235145.794,1675.789,-8.967,1166202.189,7.233,0.379
136.973,235229.572,1675.34,-8.967,1166202.189,7.231,0.379
137.023,235313.328,1674.892,-8.966,1166202.189,7.23,0.379
137.073,235397.061,1674.444,-8.966,1166202.189,7.229,0.379
137.123,235480.772,1673.995,-8.966,1166202.189,7.227,0.379
137.173,235564.461,1673.547,-8.966,1166202.189,7.226,0.379
137.223,235648.127,1673.099,-8.965,1166202.189,7.224,0.379
137.273,235731.77,1672.651,-8.965,1166202.189,7.223,0.379
137.323,235815.392,1672.202,-8.965,1166202.189,7.222,0.379
137.373,235898.991,1671.754,-8.965,1166202.189,7.22,0.379
137.423,235982.567,1671.306,-8.965,1166202.189,7.219,0.379
137.473,236066.121,1670.858,-8.964,1166202.189,7.217,0.379
137.523,236149.653,1670.409,-8.964,1166202.189,7.216,0.379
137.573,236233.162,1669.961,-8.964,1166202.189,7.215,0.379
137.623,236316.649,1669.513,-8.964,1166202.189,7.213,0.38
137.673,236400.114,1669.065,-8.963,1166202.189,7.212,0.38
137.723,236483.556,1668.617,-8.963,1166202.189,7.211,0.38
137.773,236566.975,1668.169,-8.963,1166202.189,7.21,0.38
137.823,236650.372,1667.72,-8.963,1166202.189,7.208,0.38
137.873,236733.747,1667.272,-8.962,1166202.189,7.207,0.38
137.923,236817.1,1666.824,-8.962,1166202.189,7.206,0.38
137.973,236900.43,1666.376,-8.962,1166202.189,7.205,0.38
138.023,236983.737,1665.928,-8.962,1166202.189,7.203,0.38
138.073,237067.022,1665.48,-8.962,1166202.189,7.202,0.38
138.123,237150.285,1665.032,-8.961,1166202.189,7.2,0.38
138.173,237233.526,1664.584,-8.961,1166202.189,7.199,0.38
138.223,237316.744,1664.136,-8.961,1166202.189,7.198,0.38
138.273,237399.939,1663.688,-8.961,1166202.189,7.197,0.38
138.323,237483.112,1663.24,-8.96,1166202.189,7.195,0.38
138.373,237566.263,1662.792,-8.96,1166202.189,7.193,0.38
138.423,237649.392,1662.344,-8.96,1166202.189,7.192,0.381
138.473,237732.498,1661.896,-8.96,1166202.189,7.191,0.381
138.523,237815.581,1661.448,-8.959,1166202.189,7.19,0.381
138.573,237898.642,1661,-8.959,1166202.189,7.189,0.381
138.623,237981.681,1660.552,-8.959,1166202.189,7.187,0.381
138.673,238064.698,1660.104,-8.959,1166202.189,7.186,0.381
138.723,238147.692,1659.656,-8.959,1166202.189,7.185,0.381
138.773,238230.663,1659.208,-8.958,1166202.189,7.184,0.381
138.823,238313.612,1658.76,-8.958,1166202.189,7.183,0.381
138.873,238396.539,1658.312,-8.958,1166202.189,7.181,0.381
138.923,238479.444,1657.864,-8.958,1166202.189,7.18,0.381
138.973,238562.326,1657.417,-8.957,1166202.189,7.179,0.381
139.023,238645.185,1656.969,-8.957,1166202.189,7.178,0.381
139.073,238728.023,1656.521,-8.957,1166202.189,7.177,0.381
139.123,238810.837,1656.073,-8.957,1166202.189,7.175,0.381
139.173,238893.63,1655.625,-8.956,1166202.189,7.174,0.381
139.223,238976.4,1655.177,-8.956,1166202.189,7.172,0.381
139.273,239059.148,1654.73,-8.956,1166202.189,7.171,0.382
139.323,239141.873,1654.282,-8.956,1166202.189,7.17,0.382
139.373,239224.576,1653.834,-8.956,1166202.189,7.168,0.382
139.423,239307.256,1653.386,-8.955,1166202.189,7.167,0.382
139.473,239389.914,1652.939,-8.955,1166202.189,7.166,0.382
139.523,239472.55,1652.491,-8.955,1166202.189,7.164,0.382
139.573,239555.163,1652.043,-8.955,1166202.189,7.163,0.382
139.623,239637.754,1651.595,-8.954,1166202.189,7.162,0.382
139.673,239720.323,1651.148,-8.954,1166202.189,7.161,0.382
139.723,239802.869,1650.7,-8.954,1166202.189,7.159,0.382
139.773,239885.393,1650.252,-8.954,1166202.189,7.158,0.382
139.823,239967.894,1649.805,-8.953,1166202.189,7.156,0.382
139.873,240050.373,1649.357,-8.953,1166202.189,7.155,0.382
139.923,240132.83,1648.909,-8.953,1166202.189,7.154,0.382
139.973,240215.264,1648.462,-8.953,1166202.189,7.152,0.382
140.023,240297.676,1648.014,-8.953,1166202.189,7.151,0.383
140.073,240380.066,1647.566,-8.952,1166202.189,7.15,0.383
140.123,240462.433,1647.119,-8.952,1166202.189,7.148,0.383
140.173,240544.778,1646.671,-8.952,1166202.189,7.147,0.383
140.223,240627.1,1646.224,-8.952,1166202.189,7.146,0.383
140.273,240709.4,1645.776,-8.951,1166202.189,7.145,0.383
140.323,240791.678,1645.329,-8.951,1166202.189,7.144,0.383
140.373,240873.933,1644.881,-8.951,1166202.189,7.142,0.383
140.423,240956.166,1644.433,-8.951,1166202.189,7.141,0.383
140.473,241038.376,1643.986,-8.95,1166202.189,7.14,0.383
140.523,241120.564,1643.538,-8.95,1166202.189,7.139,0.383
140.573,241202.73,1643.091,-8.95,1166202.189,7.137,0.383
140.623,241284.873,1642.643,-8.95,1166202.189,7.136,0.383
140.673,241366.994,1642.196,-8.95,1166202.189,7.135,0.383
140.723,241449.093,1641.748,-8.949,1166202.189,7.133,0.383
140.773,241531.169,1641.301,-8.949,1166202.189,7.132,0.383
140.823,241613.223,1640.854,-8.949,1166202.189,7.131,0.383
140.873,241695.255,1640.406,-8.949,1166202.189,7.13,0.384
140.923,241777.264,1639.959,-8.948,1166202.189,7.128,0.384
140.973,241859.251,1639.511,-8.948,1166202.189,7.127,0.384
141.023,241941.215,1639.064,-8.948,1166202.189,7.126,0.384
141.073,242023.157,1638.617,-8.948,1166202.189,7.124,0.384
141.123,242105.077,1638.169,-8.947,1166202.189,7.123,0.384
141.173,242186.974,1637.722,-8.947,1166202.189,7.122,0.384
141.223,242268.849,1637.274,-8.947,1166202.189,7.12,0.384
141.273,242350.701,1636.827,-8.947,1166202.189,7.119,0.384
141.323,242432.531,1636.38,-8.947,1166202.189,7.117,0.384
141.373,242514.339,1635.932,-8.946,1166202.189,7.116,0.384
141.423,242596.125,1635.485,-8.946,1166202.189,7.115,0.384
141.473,242677.888,1635.038,-8.946,1166202.189,7.114,0.384
141.523,242759.629,1634.591,-8.946,1166202.189,7.112,0.384
141.573,242841.347,1634.143,-8.945,1166202.189,7.111,0.384
141.623,242923.043,1633.696,-8.945,1166202.189,7.11,0.385
141.673,243004.716,1633.249,-8.945,1166202.189,7.109,0.385
141.723,243086.368,1632.802,-8.945,1166202.189,7.107,0.385
141.773,243167.997,1632.354,-8.945,1166202.189,7.106,0.385
141.823,243249.603,1631.907,-8.944,1166202.189,7.104,0.385
141.873,243331.187,1631.46,-8.944,1166202.189,7.103,0.385
141.923,243412.749,1631.013,-8.944,1166202.189,7.102,0.385
141.973,243494.289,1630.566,-8.944,1166202.189,7.101,0.385
142.023,243575.806,1630.118,-8.943,1166202.189,7.099,0.385
142.073,243657.3,1629.671,-8.943,1166202.189,7.098,0.385
142.123,243738.773,1629.224,-8.943,1166202.189,7.097,0.385
142.173,243820.223,1628.777,-8.943,1166202.189,7.096,0.385
142.223,243901.651,1628.33,-8.942,1166202.189,7.095,0.385
142.273,243983.056,1627.883,-8.942,1166202.189,7.093,0.385
142.323,244064.439,1627.436,-8.942,1166202.189,7.092,0.385
142.373,244145.799,1626.989,-8.942,1166202.189,7.091,0.385
142.423,244227.138,1626.541,-8.942,1166202.189,7.09,0.385
142.473,244308.454,1626.094,-8.941,1166202.189,7.088,0.386
142.523,244389.747,1625.647,-8.941,1166202.189,7.087,0.386
142.573,244471.018,1625.2,-8.941,1166202.189,7.086,0.386
142.623,244552.267,1624.753,-8.941,1166202.189,7.084,0.386
142.673,244633.494,1624.306,-8.94,1166202.189,7.083,0.386
142.723,244714.698,1623.859,-8.94,1166202.189,7.082,0.386
142.773,244795.88,1623.412,-8.94,1166202.189,7.081,0.386
142.823,244877.039,1622.965,-8.94,1166202.189,7.079,0.386
142.873,244958.176,1622.518,-8.94,1166202.189,7.078,0.386
142.923,245039.291,1622.071,-8.939,1166202.189,7.077,0.386
142.973,245120.383,1621.624,-8.939,1166202.189,7.075,0.386
143.023,245201.453,1621.177,-8.939,1166202.189,7.074,0.386
143.073,245282.501,1620.73,-8.939,1166202.189,7.072,0.386
143.123,245363.526,1620.283,-8.938,1166202.189,7.071,0.386
143.173,245444.529,1619.837,-8.938,1166202.189,7.07,0.386
143.223,245525.51,1619.39,-8.938,1166202.189,7.068,0.387
143.273,245606.468,1618.943,-8.938,1166202.189,7.067,0.387
143.323,245687.404,1618.496,-8.938,1166202.189,7.066,0.387
143.373,245768.318,1618.049,-8.937,1166202.189,7.065,0.387
143.423,245849.209,1617.602,-8.937,1166202.189,7.064,0.387
143.473,245930.078,1617.155,-8.937,1166202.189,7.062,0.387
143.523,246010.925,1616.709,-8.937,1166202.189,7.061,0.387
143.573,246091.749,1616.262,-8.936,1166202.189,7.06,0.387
143.623,246172.551,1615.815,-8.936,1166202.189,7.058,0.387
143.673,246253.33,1615.368,-8.936,1166202.189,7.057,0.387
143.723,246334.088,1614.921,-8.936,1166202.189,7.056,0.387
143.773,246414.822,1614.475,-8.936,1166202.189,7.055,0.387
143.823,246495.535,1614.028,-8.935,1166202.189,7.053,0.387
143.873,246576.225,1613.581,-8.935,1166202.189,7.052,0.387
143.923,246656.893,1613.134,-8.935,1166202.189,7.051,0.387
143.973,246737.539,1612.688,-8.935,1166202.189,7.05,0.387
144.023,246818.162,1612.241,-8.934,1166202.189,7.049,0.388
144.073,246898.763,1611.794,-8.934,1166202.189,7.047,0.388
144.123,246979.341,1611.347,-8.934,1166202.189,7.046,0.388
144.173,247059.898,1610.901,-8.934,1166202.189,7.045,0.388
144.223,247140.431,1610.454,-8.934,1166202.189,7.043,0.388
144.273,247220.943,1610.007,-8.933,1166202.189,7.042,0.388
144.323,247301.432,1609.561,-8.933,1166202.189,7.041,0.388
144.373,247381.899,1609.114,-8.933,1166202.189,7.04,0.388
144.423,247462.344,1608.667,-8.933,1166202.189,7.038,0.388
144.473,247542.766,1608.221,-8.932,1166202.189,7.037,0.388
144.523,247623.166,1607.774,-8.932,1166202.189,7.036,0.388
144.573,247703.543,1607.328,-8.932,1166202.189,7.034,0.388
144.623,247783.898,1606.881,-8.932,1166202.189,7.033,0.388
144.673,247864.231,1606.434,-8.932,1166202.189,7.032,0.388
144.723,247944.542,1605.988,-8.931,1166202.189,7.03,0.388
144.773,248024.83,1605.541,-8.931,1166202.189,7.029,0.389
144.823,248105.096,1605.095,-8.931,1166202.189,7.028,0.389
144.873,248185.34,1604.648,-8.931,1166202.189,7.027,0.389
144.923,248265.561,1604.202,-8.93,1166202.189,7.025,0.389
144.973,248345.76,1603.755,-8.93,1166202.189,7.024,0.389
145.023,248425.936,1603.309,-8.93,1166202.189,7.023,0.389
145.073,248506.091,1602.862,-8.93,1166202.189,7.022,0.389
145.123,248586.223,1602.416,-8.93,1166202.189,7.02,0.389
145.173,248666.332,1601.969,-8.929,1166202.189,7.019,0.389
145.223,248746.419,1601.523,-8.929,1166202.189,7.017,0.389
145.273,248826.484,1601.076,-8.929,1166202.189,7.016,0.389
145.323,248906.527,1600.63,-8.929,1166202.189,7.015,0.389
145.373,248986.547,1600.184,-8.928,1166202.189,7.014,0.389
145.423,249066.545,1599.737,-8.928,1166202.189,7.013,0.389
145.473,249146.521,1599.291,-8.928,1166202.189,7.012,0.389
145.523,249226.475,1598.844,-8.928,1166202.189,7.01,0.389
145.573,249306.406,1598.398,-8.928,1166202.189,7.009,0.39
145.623,249386.314,1597.952,-8.927,1166202.189,7.008,0.39
145.673,249466.201,1597.505,-8.927,1166202.189,7.006,0.39
145.723,249546.065,1597.059,-8.927,1166202.189,7.005,0.39
145.773,249625.907,1596.613,-8.927,1166202.189,7.003,0.39
145.823,249705.726,1596.166,-8.926,1166202.189,7.002,0.39
145.873,249785.523,1595.72,-8.926,1166202.189,7.001,0.39
145.923,249865.298,1595.274,-8.926,1166202.189,6.999,0.39
145.973,249945.051,1594.827,-8.926,1166202.189,6.998,0.39
146.023,250024.781,1594.381,-8.926,1166202.189,6.997,0.39
146.073,250104.489,1593.935,-8.925,1166202.189,6.996,0.39
146.123,250184.174,1593.489,-8.925,1166202.189,6.995,0.39
146.173,250263.838,1593.042,-8.925,1166202.189,6.993,0.39
146.223,250343.479,1592.596,-8.925,1166202.189,6.992,0.39
146.273,250423.097,1592.15,-8.924,1166202.189,6.991,0.39
146.323,250502.694,1591.704,-8.924,1166202.189,6.989,0.391
146.373,250582.268,1591.257,-8.924,1166202.189,6.988,0.391
146.423,250661.819,1590.811,-8.924,1166202.189,6.987,0.391
146.473,250741.349,1590.365,-8.924,1166202.189,6.986,0.391
146.523,250820.856,1589.919,-8.923,1166202.189,6.984,0.391
146.573,250900.341,1589.473,-8.923,1166202.189,6.983,0.391
146.623,250979.803,1589.027,-8.923,1166202.189,6.982,0.391
146.673,251059.243,1588.58,-8.923,1166202.189,6.981,0.391
146.723,251138.661,1588.134,-8.922,1166202.189,6.979,0.391
146.773,251218.057,1587.688,-8.922,1166202.189,6.978,0.391
146.823,251297.43,1587.242,-8.922,1166202.189,6.977,0.391
146.873,251376.781,1586.796,-8.922,1166202.189,6.976,0.391
146.923,251456.11,1586.35,-8.922,1166202.189,6.974,0.391
146.973,251535.416,1585.904,-8.921,1166202.189,6.973,0.391
147.023,251614.7,1585.458,-8.921,1166202.189,6.971,0.391
147.073,251693.962,1585.012,-8.921,1166202.189,6.97,0.391
147.123,251773.201,1584.566,-8.921,1166202.189,6.969,0.392
147.173,251852.418,1584.12,-8.92,1166202.189,6.967,0.392
147.223,251931.613,1583.674,-8.92,1166202.189,6.966,0.392
147.273,252010.786,1583.228,-8.92,1166202.189,6.965,0.392
147.323,252089.936,1582.782,-8.92,1166202.189,6.964,0.392
147.373,252169.064,1582.336,-8.92,1166202.189,6.962,0.392
147.423,252248.169,1581.89,-8.919,1166202.189,6.961,0.392
147.473,252327.253,1581.444,-8.919,1166202.189,6.96,0.392
147.523,252406.314,1580.998,-8.919,1166202.189,6.959,0.392
147.573,252485.353,1580.552,-8.919,1166202.189,6.958,0.392
147.623,252564.369,1580.106,-8.919,1166202.189,6.956,0.392
147.673,252643.363,1579.66,-8.918,1166202.189,6.955,0.392
147.723,252722.335,1579.214,-8.918,1166202.189,6.954,0.392
147.773,252801.285,1578.768,-8.918,1166202.189,6.953,0.392
147.823,252880.212,1578.322,-8.918,1166202.189,6.952,0.392
147.873,252959.117,1577.877,-8.917,1166202.189,6.95,0.393
147.923,253038,1577.431,-8.917,1166202.189,6.949,0.393
147.973,253116.86,1576.985,-8.917,1166202.189,6.948,0.393
148.023,253195.698,1576.539,-8.917,1166202.189,6.946,0.393
148.073,253274.514,1576.093,-8.917,1166202.189,6.945,0.393
148.123,253353.307,1575.647,-8.916,1166202.189,6.943,0.393
148.173,253432.079,1575.202,-8.916,1166202.189,6.942,0.393
148.223,253510.828,1574.756,-8.916,1166202.189,6.941,0.393
148.273,253589.554,1574.31,-8.916,1166202.189,6.939,0.393
148.323,253668.259,1573.864,-8.915,1166202.189,6.938,0.393
148.373,253746.941,1573.418,-8.915,1166202.189,6.937,0.393
148.423,253825.6,1572.973,-8.915,1166202.189,6.936,0.393
148.473,253904.238,1572.527,-8.915,1166202.189,6.934,0.393
148.523,253982.853,1572.081,-8.915,1166202.189,6.933,0.393
148.573,254061.446,1571.635,-8.914,1166202.189,6.932,0.393
148.623,254140.017,1571.19,-8.914,1166202.189,6.93,0.393
148.673,254218.565,1570.744,-8.914,1166202.189,6.929,0.393
148.723,254297.091,1570.298,-8.914,1166202.189,6.928,0.393
148.773,254375.595,1569.853,-8.914,1166202.189,6.926,0.393
148.823,254454.076,1569.407,-8.913,1166202.189,6.925,0.393
148.873,254532.535,1568.961,-8.913,1166202.189,6.924,0.394
148.923,254610.972,1568.516,-8.913,1166202.189,6.923,0.394
148.973,254689.387,1568.07,-8.913,1166202.189,6.921,0.394
149.023,254767.779,1567.624,-8.912,1166202.189,6.92,0.394
149.073,254846.149,1567.179,-8.912,1166202.189,6.919,0.394
149.123,254924.497,1566.733,-8.912,1166202.189,6.917,0.394
149.173,255002.823,1566.288,-8.912,1166202.189,6.916,0.394
149.223,255081.126,1565.842,-8.912,1166202.189,6.915,0.394
149.273,255159.407,1565.397,-8.911,1166202.189,6.914,0.394
149.323,255237.666,1564.951,-8.911,1166202.189,6.912,0.394
149.373,255315.902,1564.505,-8.911,1166202.189,6.911,0.394
149.423,255394.116,1564.06,-8.911,1166202.189,6.91,0.394
149.473,255472.308,1563.614,-8.911,1166202.189,6.908,0.394
149.523,255550.478,1563.169,-8.91,1166202.189,6.907,0.394
149.573,255628.625,1562.723,-8.91,1166202.189,6.906,0.394
149.623,255706.75,1562.278,-8.91,1166202.189,6.905,0.394
149.673,255784.853,1561.832,-8.91,1166202.189,6.903,0.394
149.723,255862.933,1561.387,-8.909,1166202.189,6.902,0.394
149.773,255940.991,1560.941,-8.909,1166202.189,6.9,0.394
149.823,256019.027,1560.496,-8.909,1166202.189,6.899,0.394
149.873,256097.041,1560.051,-8.909,1166202.189,6.898,0.395
149.923,256175.032,1559.605,-8.909,1166202.189,6.897,0.395
149.973,256253.002,1559.16,-8.908,1166202.189,6.895,0.395
150.023,256330.948,1558.714,-8.908,1166202.189,6.894,0.395
150.073,256408.873,1558.269,-8.908,1166202.189,6.893,0.395
150.123,256486.775,1557.823,-8.908,1166202.189,6.892,0.395
150.173,256564.655,1557.378,-8.908,1166202.189,6.89,0.395
150.223,256642.513,1556.933,-8.907,1166202.189,6.889,0.395
150.273,256720.349,1556.487,-8.907,1166202.189,6.888,0.395
150.323,256798.162,1556.042,-8.907,1166202.189,6.887,0.395
150.373,256875.953,1555.597,-8.907,1166202.189,6.885,0.395
150.423,256953.722,1555.151,-8.906,1166202.189,6.884,0.395
150.473,257031.468,1554.706,-8.906,1166202.189,6.883,0.395
150.523,257109.192,1554.261,-8.906,1166202.189,6.882,0.395
150.573,257186.894,1553.816,-8.906,1166202.189,6.88,0.395
150.623,257264.574,1553.37,-8.906,1166202.189,6.879,0.395
150.673,257342.231,1552.925,-8.905,1166202.189,6.878,0.395
150.723,257419.866,1552.48,-8.905,1166202.189,6.877,0.395
150.773,257497.479,1552.034,-8.905,1166202.189,6.876,0.395
150.823,257575.07,1551.589,-8.905,1166202.189,6.874,0.395
150.873,257652.638,1551.144,-8.905,1166202.189,6.873,0.396
150.923,257730.184,1550.699,-8.904,1166202.189,6.872,0.396
150.973,257807.708,1550.254,-8.904,1166202.189,6.871,0.396
151.023,257885.209,1549.808,-8.904,1166202.189,6.87,0.396
151.073,257962.689,1549.363,-8.904,1166202.189,6.868,0.396
151.123,258040.146,1548.918,-8.903,1166202.189,6.867,0.396
151.173,258117.581,1548.473,-8.903,1166202.189,6.865,0.396
151.223,258194.993,1548.028,-8.903,1166202.189,6.864,0.396
151.273,258272.383,1547.583,-8.903,1166202.189,6.863,0.396
151.323,258349.751,1547.137,-8.903,1166202.189,6.862,0.396
151.373,258427.097,1546.692,-8.902,1166202.189,6.86,0.396
151.423,258504.421,1546.247,-8.902,1166202.189,6.859,0.396
151.473,258581.722,1545.802,-8.902,1166202.189,6.858,0.396
151.523,258659.001,1545.357,-8.902,1166202.189,6.857,0.396
151.573,258736.257,1544.912,-8.902,1166202.189,6.856,0.396
151.623,258813.492,1544.467,-8.901,1166202.189,6.854,0.396
151.673,258890.704,1544.022,-8.901,1166202.189,6.853,0.396
151.723,258967.894,1543.577,-8.901,1166202.189,6.851,0.396
151.773,259045.062,1543.132,-8.901,1166202.189,6.85,0.396
151.823,259122.207,1542.687,-8.9,1166202.189,6.849,0.397
151.873,259199.33,1542.242,-8.9,1166202.189,6.847,0.397
151.923,259276.431,1541.797,-8.9,1166202.189,6.846,0.397
151.973,259353.51,1541.352,-8.9,1166202.189,6.845,0.397
152.023,259430.567,1540.907,-8.9,1166202.189,6.843,0.397
152.073,259507.601,1540.462,-8.899,1166202.189,6.842,0.397
152.123,259584.613,1540.017,-8.899,1166202.189,6.841,0.397
152.173,259661.602,1539.572,-8.899,1166202.189,6.839,0.397
152.223,259738.57,1539.127,-8.899,1166202.189,6.838,0.397
152.273,259815.515,1538.682,-8.899,1166202.189,6.837,0.397
152.323,259892.438,1538.237,-8.898,1166202.189,6.836,0.397
152.373,259969.339,1537.792,-8.898,1166202.189,6.835,0.397
152.423,260046.217,1537.347,-8.898,1166202.189,6.834,0.397
152.473,260123.074,1536.902,-8.898,1166202.189,6.832,0.397
152.523,260199.908,1536.457,-8.898,1166202.189,6.831,0.397
152.573,260276.719,1536.013,-8.897,1166202.189,6.83,0.397
152.623,260353.509,1535.568,-8.897,1166202.189,6.829,0.397
152.673,260430.276,1535.123,-8.897,1166202.189,6.828,0.397
152.723,260507.021,1534.678,-8.897,1166202.189,6.827,0.397
152.773,260583.744,1534.233,-8.896,1166202.189,6.826,0.397
152.823,260660.444,1533.788,-8.896,1166202.189,6.824,0.397
152.873,260737.123,1533.344,-8.896,1166202.189,6.823,0.398
152.923,260813.779,1532.899,-8.896,1166202.189,6.822,0.398
152.973,260890.413,1532.454,-8.896,1166202.189,6.82,0.398
153.023,260967.024,1532.009,-8.895,1166202.189,6.819,0.398
153.073,261043.614,1531.565,-8.895,1166202.189,6.817,0.398
153.123,261120.181,1531.12,-8.895,1166202.189,6.816,0.398
153.173,261196.726,1530.675,-8.895,1166202.189,6.815,0.398
153.223,261273.248,1530.23,-8.895,1166202.189,6.814,0.398
153.273,261349.749,1529.786,-8.894,1166202.189,6.813,0.398
153.323,261426.227,1529.341,-8.894,1166202.189,6.811,0.398
153.373,261502.683,1528.896,-8.894,1166202.189,6.81,0.398
153.423,261579.116,1528.451,-8.894,1166202.189,6.809,0.398
153.473,261655.528,1528.007,-8.894,1166202.189,6.808,0.398
153.523,261731.917,1527.562,-8.893,1166202.189,6.807,0.398
153.573,261808.284,1527.117,-8.893,1166202.189,6.806,0.398
153.623,261884.629,1526.673,-8.893,1166202.189,6.805,0.398
153.673,261960.951,1526.228,-8.893,1166202.189,6.803,0.398
153.723,262037.252,1525.784,-8.892,1166202.189,6.802,0.398
153.773,262113.53,1525.339,-8.892,1166202.189,6.801,0.398
153.823,262189.786,1524.894,-8.892,1166202.189,6.8,0.398
153.873,262266.019,1524.45,-8.892,1166202.189,6.798,0.399
153.923,262342.231,1524.005,-8.892,1166202.189,6.797,0.399
153.973,262418.42,1523.561,-8.891,1166202.189,6.796,0.399
154.023,262494.587,1523.116,-8.891,1166202.189,6.794,0.399
154.073,262570.731,1522.672,-8.891,1166202.189,6.793,0.399
154.123,262646.854,1522.227,-8.891,1166202.189,6.791,0.399
154.173,262722.954,1521.782,-8.891,1166202.189,6.79,0.399
154.223,262799.032,1521.338,-8.89,1166202.189,6.789,0.399
154.273,262875.088,1520.893,-8.89,1166202.189,6.788,0.399
154.323,262951.121,1520.449,-8.89,1166202.189,6.786,0.399
154.373,263027.133,1520.004,-8.89,1166202.189,6.785,0.399
154.423,263103.122,1519.56,-8.89,1166202.189,6.784,0.399
154.473,263179.089,1519.115,-8.889,1166202.189,6.783,0.399
154.523,263255.033,1518.671,-8.889,1166202.189,6.782,0.399
154.573,263330.956,1518.227,-8.889,1166202.189,6.78,0.399
154.623,263406.856,1517.782,-8.889,1166202.189,6.779,0.399
154.673,263482.734,1517.338,-8.889,1166202.189,6.778,0.399
154.723,263558.59,1516.893,-8.888,1166202.189,6.777,0.399
154.773,263634.423,1516.449,-8.888,1166202.189,6.775,0.399
154.823,263710.235,1516.004,-8.888,1166202.189,6.774,0.4
154.873,263786.024,1515.56,-8.888,1166202.189,6.773,0.4
