# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
317.023,394906.671,111.235,-8.535,1166202.189,4.146,0.561
317.073,394912.222,110.808,-8.535,1166202.189,4.145,0.561
317.123,394917.752,110.381,-8.535,1166202.189,4.145,0.561
317.173,394923.26,109.954,-8.535,1166202.189,4.145,0.561
317.223,394928.747,109.528,-8.535,1166202.189,4.145,0.561
317.273,394934.213,109.101,-8.535,1166202.189,4.145,0.561
317.323,394939.657,108.674,-8.535,1166202.189,4.145,0.561
317.373,394945.08,108.247,-8.535,1166202.189,4.145,0.561
317.423,394950.482,107.821,-8.534,1166202.189,4.144,0.561
317.473,394955.862,107.394,-8.534,1166202.189,4.144,0.561
317.523,394961.221,106.967,-8.534,1166202.189,4.143,0.562
317.573,394966.559,106.541,-8.534,1166202.189,4.143,0.562
317.623,394971.875,106.114,-8.534,1166202.189,4.143,0.562
317.673,394977.17,105.687,-8.534,1166202.189,4.143,0.562
317.723,394982.444,105.26,-8.534,1166202.189,4.142,0.562
317.773,394987.696,104.834,-8.534,1166202.189,4.142,0.562
317.823,394992.927,104.407,-8.534,1166202.189,4.142,0.562
317.873,394998.137,103.98,-8.534,1166202.189,4.142,0.562
317.923,395003.325,103.554,-8.534,1166202.189,4.142,0.562
317.973,395008.492,103.127,-8.534,1166202.189,4.142,0.562
318.023,395013.638,102.7,-8.534,1166202.189,4.142,0.562
318.073,395018.762,102.273,-8.534,1166202.189,4.142,0.562
318.123,395023.865,101.847,-8.534,1166202.189,4.142,0.562
318.173,395028.947,101.42,-8.534,1166202.189,4.141,0.562
318.223,395034.007,100.993,-8.534,1166202.189,4.141,0.562
318.273,395039.046,100.567,-8.534,1166202.189,4.142,0.562
318.323,395044.064,100.14,-8.534,1166202.189,4.142,0.562
318.373,395049.06,99.713,-8.534,1166202.189,4.142,0.562
318.423,395054.035,99.286,-8.534,1166202.189,4.141,0.562
318.473,395058.989,98.86,-8.534,1166202.189,4.141,0.562
318.523,395063.921,98.433,-8.534,1166202.189,4.141,0.562
318.573,395068.832,98.006,-8.534,1166202.189,4.14,0.562
318.623,395073.722,97.58,-8.534,1166202.189,4.14,0.562
318.673,395078.59,97.153,-8.534,1166202.189,4.141,0.562
318.723,395083.437,96.726,-8.534,1166202.189,4.141,0.562
318.773,395088.263,96.299,-8.534,1166202.189,4.14,0.562
318.823,395093.067,95.873,-8.534,1166202.189,4.14,0.562
318.873,395097.85,95.446,-8.534,1166202.189,4.14,0.562
318.923,395102.612,95.019,-8.534,1166202.189,4.139,0.562
318.973,395107.352,94.593,-8.534,1166202.189,4.14,0.562
319.023,395112.071,94.166,-8.534,1166202.189,4.14,0.562
319.073,395116.769,93.739,-8.534,1166202.189,4.14,0.562
319.123,395121.445,93.313,-8.534,1166202.189,4.139,0.562
319.173,395126.1,92.886,-8.534,1166202.189,4.139,0.562
319.223,395130.734,92.459,-8.534,1166202.189,4.139,0.562
319.273,395135.346,92.032,-8.534,1166202.189,4.139,0.562
319.323,395139.937,91.606,-8.534,1166202.189,4.139,0.562
319.373,395144.507,91.179,-8.534,1166202.189,4.139,0.562
319.423,395149.055,90.752,-8.534,1166202.189,4.139,0.562
319.473,395153.582,90.326,-8.534,1166202.189,4.139,0.562
319.523,395158.087,89.899,-8.534,1166202.189,4.139,0.562
319.573,395162.572,89.472,-8.534,1166202.189,4.139,0.562
319.623,395167.035,89.046,-8.534,1166202.189,4.139,0.562
319.673,395171.476,88.619,-8.534,1166202.189,4.139,0.562
319.723,395175.897,88.192,-8.534,1166202.189,4.138,0.562
319.773,395180.295,87.766,-8.534,1166202.189,4.138,0.562
319.823,395184.673,87.339,-8.534,1166202.189,4.138,0.562
319.873,395189.029,86.912,-8.534,1166202.189,4.138,0.562
319.923,395193.364,86.485,-8.534,1166202.189,4.138,0.562
319.973,395197.678,86.059,-8.534,1166202.189,4.137,0.562
320.023,395201.97,85.632,-8.534,1166202.189,4.137,0.562
320.073,395206.241,85.205,-8.534,1166202.189,4.137,0.562
320.123,395210.491,84.779,-8.534,1166202.189,4.138,0.562
320.173,395214.719,84.352,-8.534,1166202.189,4.138,0.562
320.223,395218.926,83.925,-8.534,1166202.189,4.138,0.562
320.273,395223.111,83.499,-8.534,1166202.189,4.137,0.562
320.323,395227.276,83.072,-8.534,1166202.189,4.137,0.562
320.373,395231.419,82.645,-8.534,1166202.189,4.137,0.562
320.423,395235.54,82.219,-8.534,1166202.189,4.136,0.562
320.473,395239.641,81.792,-8.534,1166202.189,4.136,0.562
320.523,395243.719,81.365,-8.534,1166202.189,4.136,0.562
320.573,395247.777,80.939,-8.534,1166202.189,4.136,0.562
320.623,395251.813,80.512,-8.534,1166202.189,4.136,0.562
320.673,395255.828,80.085,-8.534,1166202.189,4.136,0.562
320.723,395259.822,79.659,-8.534,1166202.189,4.136,0.562
320.773,395263.794,79.232,-8.534,1166202.189,4.137,0.562
320.823,395267.745,78.805,-8.534,1166202.189,4.137,0.562
320.873,395271.675,78.379,-8.534,1166202.189,4.137,0.562
320.923,395275.583,77.952,-8.534,1166202.189,4.136,0.562
320.973,395279.47,77.525,-8.533,1166202.189,4.136,0.562
321.023,395283.335,77.098,-8.533,1166202.189,4.136,0.562
321.073,395287.18,76.672,-8.533,1166202.189,4.136,0.562
321.123,395291.003,76.245,-8.533,1166202.189,4.136,0.562
321.173,395294.804,75.818,-8.533,1166202.189,4.136,0.562
321.223,395298.584,75.392,-8.533,1166202.189,4.136,0.562
321.273,395302.343,74.965,-8.533,1166202.189,4.136,0.562
321.323,395306.081,74.538,-8.533,1166202.189,4.136,0.562
321.373,395309.797,74.112,-8.533,1166202.189,4.136,0.562
321.423,395313.492,73.685,-8.533,1166202.189,4.136,0.562
321.473,395317.166,73.258,-8.533,1166202.189,4.135,0.562
321.523,395320.818,72.832,-8.533,1166202.189,4.135,0.562
321.573,395324.449,72.405,-8.533,1166202.189,4.135,0.562
321.623,395328.058,71.978,-8.533,1166202.189,4.135,0.562
321.673,395331.647,71.552,-8.533,1166202.189,4.134,0.562
321.723,395335.214,71.125,-8.533,1166202.189,4.135,0.562
321.773,395338.759,70.698,-8.533,1166202.189,4.135,0.562
321.823,395342.284,70.272,-8.533,1166202.189,4.135,0.562
321.873,395345.786,69.845,-8.533,1166202.189,4.135,0.562
321.923,395349.268,69.418,-8.533,1166202.189,4.135,0.562
321.973,395352.728,68.992,-8.533,1166202.189,4.134,0.562
322.023,395356.167,68.565,-8.533,1166202.189,4.134,0.562
322.073,395359.585,68.138,-8.533,1166202.189,4.134,0.562
322.123,395362.981,67.712,-8.533,1166202.189,4.135,0.562
322.173,395366.356,67.285,-8.533,1166202.189,4.134,0.562
322.223,395369.71,66.858,-8.533,1166202.189,4.134,0.562
322.273,395373.042,66.432,-8.533,1166202.189,4.134,0.562
322.323,395376.353,66.005,-8.533,1166202.189,4.134,0.562
322.373,395379.642,65.578,-8.533,1166202.189,4.134,0.562
322.423,395382.911,65.152,-8.533,1166202.189,4.133,0.562
322.473,395386.158,64.725,-8.533,1166202.189,4.134,0.562
322.523,395389.383,64.299,-8.533,1166202.189,4.134,0.562
322.573,395392.587,63.872,-8.533,1166202.189,4.133,0.562
322.623,395395.77,63.445,-8.533,1166202.189,4.133,0.562
322.673,395398.932,63.019,-8.533,1166202.189,4.133,0.562
322.723,395402.072,62.592,-8.533,1166202.189,4.133,0.563
322.773,395405.191,62.165,-8.533,1166202.189,4.132,0.563
322.823,395408.289,61.739,-8.533,1166202.189,4.132,0.563
322.873,395411.365,61.312,-8.533,1166202.189,4.132,0.563
322.923,395414.42,60.885,-8.533,1166202.189,4.132,0.563
322.973,395417.453,60.459,-8.533,1166202.189,4.132,0.563
323.023,395420.466,60.032,-8.533,1166202.189,4.132,0.563
323.073,395423.457,59.605,-8.533,1166202.189,4.132,0.563
323.123,395426.426,59.179,-8.533,1166202.189,4.132,0.563
323.173,395429.375,58.752,-8.533,1166202.189,4.132,0.563
323.223,395432.301,58.325,-8.533,1166202.189,4.132,0.563
323.273,395435.207,57.899,-8.533,1166202.189,4.132,0.563
323.323,395438.091,57.472,-8.533,1166202.189,4.132,0.563
323.373,395440.954,57.045,-8.533,1166202.189,4.132,0.563
323.423,395443.796,56.619,-8.533,1166202.189,4.132,0.563
323.473,395446.616,56.192,-8.533,1166202.189,4.132,0.563
323.523,395449.415,55.765,-8.533,1166202.189,4.132,0.563
323.573,395452.193,55.339,-8.533,1166202.189,4.132,0.563
323.623,395454.949,54.912,-8.533,1166202.189,4.132,0.563
323.673,395457.684,54.486,-8.533,1166202.189,4.132,0.563
323.723,395460.398,54.059,-8.533,1166202.189,4.132,0.563
323.773,395463.09,53.632,-8.533,1166202.189,4.132,0.563
323.823,395465.761,53.206,-8.533,1166202.189,4.132,0.563
323.873,395468.41,52.779,-8.533,1166202.189,4.132,0.563
323.923,395471.039,52.352,-8.533,1166202.189,4.131,0.563
323.973,395473.646,51.926,-8.533,1166202.189,4.131,0.563
324.023,395476.231,51.499,-8.533,1166202.189,4.131,0.563
324.073,395478.795,51.072,-8.533,1166202.189,4.131,0.563
324.123,395481.338,50.646,-8.533,1166202.189,4.13,0.563
324.173,395483.86,50.219,-8.533,1166202.189,4.13,0.563
324.223,395486.36,49.792,-8.533,1166202.189,4.129,0.563
324.273,395488.839,49.366,-8.533,1166202.189,4.129,0.563
324.323,395491.297,48.939,-8.533,1166202.189,4.129,0.563
324.373,395493.733,48.513,-8.533,1166202.189,4.129,0.563
324.423,395496.148,48.086,-8.533,1166202.189,4.129,0.563
324.473,395498.542,47.659,-8.533,1166202.189,4.129,0.563
324.523,395500.914,47.233,-8.533,1166202.189,4.129,0.563
324.573,395503.265,46.806,-8.533,1166202.189,4.129,0.563
324.623,395505.595,46.379,-8.533,1166202.189,4.129,0.563
324.673,395507.903,45.953,-8.533,1166202.189,4.129,0.563
324.723,395510.19,45.526,-8.533,1166202.189,4.128,0.563
324.773,395512.456,45.099,-8.533,1166202.189,4.128,0.563
324.823,395514.7,44.673,-8.533,1166202.189,4.128,0.563
324.873,395516.923,44.246,-8.533,1166202.189,4.128,0.563
324.923,395519.125,43.82,-8.533,1166202.189,4.128,0.563
324.973,395521.305,43.393,-8.533,1166202.189,4.128,0.563
325.023,395523.464,42.966,-8.533,1166202.189,4.128,0.563
325.073,395525.601,42.54,-8.533,1166202.189,4.128,0.563
325.123,395527.718,42.113,-8.533,1166202.189,4.129,0.563
325.173,395529.813,41.686,-8.533,1166202.189,4.129,0.563
325.223,395531.886,41.26,-8.533,1166202.189,4.13,0.563
325.273,395533.939,40.833,-8.533,1166202.189,4.13,0.563
325.323,395535.97,40.406,-8.533,1166202.189,4.13,0.563
325.373,395537.979,39.98,-8.533,1166202.189,4.13,0.563
325.423,395539.968,39.553,-8.533,1166202.189,4.13,0.563
325.473,395541.935,39.127,-8.533,1166202.189,4.13,0.563
325.523,395543.88,38.7,-8.533,1166202.189,4.129,0.563
325.573,395545.805,38.273,-8.533,1166202.189,4.129,0.563
325.623,395547.708,37.847,-8.533,1166202.189,4.129,0.563
325.673,395549.589,37.42,-8.533,1166202.189,4.129,0.563
325.723,395551.45,36.993,-8.533,1166202.189,4.129,0.563
325.773,395553.289,36.567,-8.533,1166202.189,4.13,0.563
325.823,395555.106,36.14,-8.533,1166202.189,4.129,0.563
325.873,395556.903,35.714,-8.533,1166202.189,4.129,0.563
325.923,395558.678,35.287,-8.533,1166202.189,4.129,0.563
325.973,395560.431,34.86,-8.533,1166202.189,4.129,0.563
326.023,395562.164,34.434,-8.533,1166202.189,4.129,0.563
326.073,395563.875,34.007,-8.533,1166202.189,4.129,0.563
326.123,395565.564,33.58,-8.533,1166202.189,4.129,0.563
326.173,395567.233,33.154,-8.533,1166202.189,4.129,0.563
326.223,395568.88,32.727,-8.533,1166202.189,4.129,0.563
326.273,395570.506,32.301,-8.533,1166202.189,4.129,0.563
326.323,395572.11,31.874,-8.533,1166202.189,4.129,0.563
326.373,395573.693,31.447,-8.533,1166202.189,4.129,0.563
326.423,395575.255,31.021,-8.532,1166202.189,4.129,0.563
326.473,395576.795,30.594,-8.532,1166202.189,4.129,0.563
326.523,395578.314,30.167,-8.532,1166202.189,4.129,0.563
326.573,395579.812,29.741,-8.532,1166202.189,4.129,0.563
326.623,395581.288,29.314,-8.532,1166202.189,4.129,0.563
326.673,395582.743,28.888,-8.532,1166202.189,4.129,0.563
326.723,395584.177,28.461,-8.532,1166202.189,4.129,0.563
326.773,395585.589,28.034,-8.532,1166202.189,4.129,0.563
326.823,395586.98,27.608,-8.532,1166202.189,4.128,0.563
326.873,395588.35,27.181,-8.532,1166202.189,4.128,0.563
326.923,395589.698,26.754,-8.532,1166202.189,4.128,0.563
326.973,395591.025,26.328,-8.532,1166202.189,4.128,0.563
327.023,395592.331,25.901,-8.532,1166202.189,4.129,0.563
327.073,395593.616,25.475,-8.532,1166202.189,4.129,0.563
327.123,395594.879,25.048,-8.532,1166202.189,4.129,0.563
327.173,395596.12,24.621,-8.532,1166202.189,4.129,0.563
327.223,395597.341,24.195,-8.532,1166202.189,4.129,0.563
327.273,395598.54,23.768,-8.532,1166202.189,4.129,0.563
327.323,395599.718,23.341,-8.532,1166202.189,4.129,0.563
327.373,395600.874,22.915,-8.532,1166202.189,4.128,0.563
327.423,395602.009,22.488,-8.532,1166202.189,4.128,0.563
327.473,395603.123,22.062,-8.532,1166202.189,4.128,0.563
327.523,395604.215,21.635,-8.532,1166202.189,4.128,0.563
327.573,395605.286,21.208,-8.532,1166202.189,4.128,0.563
327.623,395606.336,20.782,-8.532,1166202.189,4.127,0.563
327.673,395607.364,20.355,-8.532,1166202.189,4.127,0.563
327.723,395608.372,19.928,-8.532,1166202.189,4.127,0.563
327.773,395609.357,19.502,-8.532,1166202.189,4.127,0.563
327.823,395610.322,19.075,-8.532,1166202.189,4.127,0.563
327.873,395611.265,18.649,-8.532,1166202.189,4.127,0.563
327.923,395612.187,18.222,-8.532,1166202.189,4.127,0.563
327.973,395613.087,17.795,-8.532,1166202.189,4.127,0.563
328.023,395613.966,17.369,-8.532,1166202.189,4.127,0.563
328.073,395614.824,16.942,-8.532,1166202.189,4.127,0.563
328.123,395615.66,16.516,-8.532,1166202.189,4.128,0.563
328.173,395616.475,16.089,-8.532,1166202.189,4.127,0.563
328.223,395617.269,15.662,-8.532,1166202.189,4.127,0.563
328.273,395618.042,15.236,-8.532,1166202.189,4.127,0.563
328.323,395618.793,14.809,-8.532,1166202.189,4.127,0.563
328.373,395619.523,14.382,-8.532,1166202.189,4.126,0.563
328.423,395620.231,13.956,-8.532,1166202.189,4.126,0.563
328.473,395620.918,13.529,-8.532,1166202.189,4.127,0.563
328.523,395621.584,13.103,-8.532,1166202.189,4.127,0.563
328.573,395622.228,12.676,-8.532,1166202.189,4.127,0.563
328.623,395622.852,12.249,-8.532,1166202.189,4.127,0.563
328.673,395623.453,11.823,-8.532,1166202.189,4.127,0.563
328.723,395624.034,11.396,-8.532,1166202.189,4.127,0.563
328.773,395624.593,10.97,-8.532,1166202.189,4.127,0.563
328.823,395625.131,10.543,-8.532,1166202.189,4.127,0.563
328.873,395625.647,10.116,-8.532,1166202.189,4.128,0.563
328.923,395626.142,9.69,-8.532,1166202.189,4.128,0.563
328.973,395626.616,9.263,-8.532,1166202.189,4.128,0.563
329.023,395627.069,8.837,-8.532,1166202.189,4.128,0.563
329.073,395627.5,8.41,-8.532,1166202.189,4.128,0.563
329.123,395627.91,7.983,-8.532,1166202.189,4.128,0.563
329.173,395628.298,7.557,-8.532,1166202.189,4.129,0.563
329.223,395628.665,7.13,-8.532,1166202.189,4.128,0.563
329.273,395629.011,6.703,-8.532,1166202.189,4.129,0.563
329.323,395629.336,6.277,-8.532,1166202.189,4.129,0.563
329.373,395629.639,5.85,-8.532,1166202.189,4.129,0.563
329.423,395629.921,5.424,-8.532,1166202.189,4.128,0.563
329.473,395630.181,4.997,-8.532,1166202.189,4.128,0.563
329.523,395630.42,4.57,-8.532,1166202.189,4.128,0.563
329.573,395630.638,4.144,-8.532,1166202.189,4.128,0.563
329.623,395630.835,3.717,-8.532,1166202.189,4.127,0.563
329.673,395631.01,3.291,-8.532,1166202.189,4.127,0.563
329.723,395631.164,2.864,-8.532,1166202.189,4.127,0.563
329.773,395631.296,2.437,-8.532,1166202.189,4.127,0.563
329.823,395631.408,2.011,-8.532,1166202.189,4.127,0.563
329.873,395631.498,1.584,-8.532,1166202.189,4.127,0.563
329.923,395631.566,1.158,-8.532,1166202.189,4.127,0.563
329.973,395631.613,0.731,-8.532,1166202.189,4.127,0.563
330.023,395631.639,0.304,-8.532,1166202.189,4.127,0.563
330.073,395631.644,-0.122,-8.532,1166202.189,4.127,0.563
330.123,395631.627,-0.549,-8.532,1166202.189,4.127,0.563
330.173,395631.589,-0.976,-8.532,1166202.189,4.127,0.563
330.223,395631.529,-1.402,-8.532,1166202.189,4.127,0.563
330.273,395631.449,-1.829,-8.532,1166202.189,4.127,0.563
330.323,395631.347,-2.255,-8.532,1166202.189,4.127,0.563
330.373,395631.223,-2.682,-8.532,1166202.189,4.126,0.563
330.423,395631.078,-3.109,-8.532,1166202.189,4.126,0.563
330.473,395630.912,-3.535,-8.532,1166202.189,4.126,0.563
330.523,395630.725,-3.962,-8.532,1166202.189,4.126,0.563
330.573,395630.516,-4.388,-8.532,1166202.189,4.126,0.563
330.623,395630.286,-4.815,-8.532,1166202.189,4.126,0.563
330.673,395630.035,-5.242,-8.532,1166202.189,4.127,0.563
330.723,395629.762,-5.668,-8.532,1166202.189,4.127,0.563
330.773,395629.468,-6.095,-8.532,1166202.189,4.127,0.563
330.823,395629.152,-6.521,-8.532,1166202.189,4.127,0.563
330.873,395628.816,-6.948,-8.532,1166202.189,4.127,0.563
330.923,395628.458,-7.375,-8.532,1166202.189,4.127,0.563
330.973,395628.078,-7.801,-8.532,1166202.189,4.128,0.563
331.023,395627.677,-8.228,-8.532,1166202.189,4.129,0.563
331.073,395627.255,-8.654,-8.532,1166202.189,4.129,0.563
331.123,395626.812,-9.081,-8.532,1166202.189,4.129,0.563
331.173,395626.347,-9.508,-8.532,1166202.189,4.129,0.563
331.223,395625.861,-9.934,-8.532,1166202.189,4.129,0.563
331.273,395625.354,-10.361,-8.532,1166202.189,4.13,0.563
331.323,395624.825,-10.788,-8.532,1166202.189,4.13,0.563
331.373,395624.275,-11.214,-8.532,1166202.189,4.13,0.563
331.423,395623.704,-11.641,-8.532,1166202.189,4.13,0.563
331.473,395623.111,-12.067,-8.532,1166202.189,4.129,0.563
331.523,395622.497,-12.494,-8.532,1166202.189,4.13,0.563
331.573,395621.862,-12.921,-8.532,1166202.189,4.13,0.563
331.623,395621.205,-13.347,-8.532,1166202.189,4.129,0.563
331.673,395620.527,-13.774,-8.532,1166202.189,4.129,0.563
331.723,395619.828,-14.2,-8.532,1166202.189,4.129,0.563
331.773,395619.107,-14.627,-8.532,1166202.189,4.129,0.563
331.823,395618.365,-15.054,-8.532,1166202.189,4.129,0.563
331.873,395617.601,-15.48,-8.532,1166202.189,4.129,0.563
331.923,395616.817,-15.907,-8.532,1166202.189,4.129,0.563
331.973,395616.011,-16.333,-8.532,1166202.189,4.129,0.563
332.023,395615.183,-16.76,-8.532,1166202.189,4.129,0.563
332.073,395614.335,-17.187,-8.532,1166202.189,4.128,0.563
332.123,395613.465,-17.613,-8.532,1166202.189,4.128,0.563
332.173,395612.573,-18.04,-8.532,1166202.189,4.128,0.563
332.223,395611.661,-18.466,-8.532,1166202.189,4.129,0.563
332.273,395610.727,-18.893,-8.532,1166202.189,4.129,0.563
332.323,395609.772,-19.32,-8.532,1166202.189,4.129,0.563
