# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
206.023,120156.91,-191.81,-9.465,1445581.733,1.184,1.2
206.073,120147.307,-192.283,-9.465,1445581.733,1.185,1.2
206.123,120137.681,-192.756,-9.465,1445581.733,1.186,1.2
206.173,120128.032,-193.23,-9.465,1445581.733,1.186,1.2
206.223,120118.358,-193.703,-9.465,1445581.733,1.187,1.2
206.273,120108.661,-194.176,-9.465,1445581.733,1.189,1.2
206.323,120098.941,-194.649,-9.465,1445581.733,1.19,1.2
206.373,120089.197,-195.123,-9.465,1445581.733,1.191,1.2
206.423,120079.429,-195.596,-9.465,1445581.733,1.192,1.2
206.473,120069.637,-196.069,-9.465,1445581.733,1.193,1.2
206.523,120059.822,-196.542,-9.465,1445581.733,1.194,1.2
206.573,120049.983,-197.016,-9.465,1445581.733,1.195,1.199
206.623,120040.12,-197.489,-9.465,1445581.733,1.196,1.199
206.673,120030.234,-197.962,-9.465,1445581.733,1.198,1.199
206.723,120020.324,-198.435,-9.465,1445581.733,1.199,1.199
206.773,120010.39,-198.909,-9.465,1445581.733,1.2,1.199
206.823,120000.433,-199.382,-9.465,1445581.733,1.2,1.199
206.873,119990.452,-199.855,-9.465,1445581.733,1.201,1.199
206.923,119980.448,-200.328,-9.465,1445581.733,1.202,1.199
206.973,119970.419,-200.802,-9.465,1445581.733,1.203,1.198
207.023,119960.367,-201.275,-9.465,1445581.733,1.204,1.198
207.073,119950.292,-201.748,-9.465,1445581.733,1.205,1.198
207.123,119940.193,-202.221,-9.465,1445581.733,1.206,1.198
207.173,119930.07,-202.695,-9.465,1445581.733,1.207,1.197
207.223,119919.923,-203.168,-9.465,1445581.733,1.208,1.197
207.273,119909.753,-203.641,-9.465,1445581.733,1.209,1.197
207.323,119899.559,-204.114,-9.465,1445581.733,1.21,1.196
207.373,119889.341,-204.588,-9.465,1445581.733,1.211,1.196
207.423,119879.1,-205.061,-9.465,1445581.733,1.212,1.196
207.473,119868.835,-205.534,-9.465,1445581.733,1.213,1.196
207.523,119858.547,-206.007,-9.465,1445581.733,1.214,1.195
207.573,119848.235,-206.481,-9.465,1445581.733,1.215,1.195
207.623,119837.899,-206.954,-9.465,1445581.733,1.216,1.195
207.673,119827.539,-207.427,-9.465,1445581.733,1.216,1.195
207.723,119817.156,-207.901,-9.465,1445581.733,1.218,1.194
207.773,119806.749,-208.374,-9.466,1445581.733,1.219,1.194
207.823,119796.319,-208.847,-9.466,1445581.733,1.22,1.194
207.873,119785.864,-209.32,-9.466,1445581.733,1.222,1.193
207.923,119775.387,-209.794,-9.466,1445581.733,1.223,1.193
207.973,119764.885,-210.267,-9.466,1445581.733,1.224,1.193
208.023,119754.36,-210.74,-9.466,1445581.733,1.224,1.192
208.073,119743.811,-211.213,-9.466,1445581.733,1.226,1.192
208.123,119733.239,-211.687,-9.466,1445581.733,1.227,1.192
208.173,119722.642,-212.16,-9.466,1445581.733,1.228,1.192
208.223,119712.023,-212.633,-9.466,1445581.733,1.229,1.191
208.273,119701.379,-213.107,-9.466,1445581.733,1.23,1.191
208.323,119690.712,-213.58,-9.466,1445581.733,1.231,1.191
208.373,119680.021,-214.053,-9.466,1445581.733,1.232,1.19
208.423,119669.307,-214.527,-9.466,1445581.733,1.233,1.19
208.473,119658.568,-215,-9.466,1445581.733,1.234,1.19
208.523,119647.807,-215.473,-9.466,1445581.733,1.235,1.19
208.573,119637.021,-215.946,-9.466,1445581.733,1.236,1.189
208.623,119626.212,-216.42,-9.466,1445581.733,1.237,1.189
208.673,119615.379,-216.893,-9.466,1445581.733,1.239,1.188
208.723,119604.523,-217.366,-9.466,1445581.733,1.24,1.188
208.773,119593.643,-217.84,-9.466,1445581.733,1.241,1.188
208.823,119582.739,-218.313,-9.466,1445581.733,1.242,1.188
208.873,119571.811,-218.786,-9.466,1445581.733,1.243,1.187
208.923,119560.86,-219.259,-9.466,1445581.733,1.244,1.187
208.973,119549.885,-219.733,-9.466,1445581.733,1.245,1.187
209.023,119538.887,-220.206,-9.466,1445581.733,1.246,1.187
209.073,119527.865,-220.679,-9.466,1445581.733,1.247,1.186
209.123,119516.819,-221.153,-9.466,1445581.733,1.247,1.186
209.173,119505.749,-221.626,-9.466,1445581.733,1.248,1.186
209.223,119494.656,-222.099,-9.466,1445581.733,1.249,1.186
209.273,119483.539,-222.573,-9.466,1445581.733,1.251,1.185
209.323,119472.399,-223.046,-9.466,1445581.733,1.252,1.185
209.373,119461.235,-223.519,-9.466,1445581.733,1.253,1.185
209.423,119450.047,-223.993,-9.466,1445581.733,1.254,1.184
209.473,119438.836,-224.466,-9.466,1445581.733,1.255,1.184
209.523,119427.601,-224.939,-9.466,1445581.733,1.257,1.184
209.573,119416.342,-225.413,-9.466,1445581.733,1.258,1.183
209.623,119405.059,-225.886,-9.466,1445581.733,1.259,1.183
209.673,119393.753,-226.359,-9.466,1445581.733,1.26,1.183
209.723,119382.423,-226.833,-9.466,1445581.733,1.261,1.182
209.773,119371.07,-227.306,-9.467,1445581.733,1.262,1.182
209.823,119359.693,-227.779,-9.467,1445581.733,1.263,1.182
209.873,119348.292,-228.253,-9.467,1445581.733,1.264,1.182
209.923,119336.867,-228.726,-9.467,1445581.733,1.265,1.181
209.973,119325.419,-229.199,-9.467,1445581.733,1.266,1.181
210.023,119313.948,-229.672,-9.467,1445581.733,1.267,1.181
210.073,119302.452,-230.146,-9.467,1445581.733,1.268,1.181
210.123,119290.933,-230.619,-9.467,1445581.733,1.269,1.18
210.173,119279.39,-231.093,-9.467,1445581.733,1.271,1.18
210.223,119267.824,-231.566,-9.467,1445581.733,1.272,1.18
210.273,119256.234,-232.039,-9.467,1445581.733,1.273,1.179
210.323,119244.62,-232.513,-9.467,1445581.733,1.274,1.179
210.373,119232.982,-232.986,-9.467,1445581.733,1.276,1.179
210.423,119221.321,-233.459,-9.467,1445581.733,1.277,1.178
210.473,119209.636,-233.933,-9.467,1445581.733,1.278,1.178
210.523,119197.928,-234.406,-9.467,1445581.733,1.279,1.178
210.573,119186.196,-234.879,-9.467,1445581.733,1.28,1.177
210.623,119174.44,-235.353,-9.467,1445581.733,1.281,1.177
210.673,119162.661,-235.826,-9.467,1445581.733,1.282,1.177
210.723,119150.857,-236.299,-9.467,1445581.733,1.283,1.177
210.773,119139.031,-236.773,-9.467,1445581.733,1.284,1.176
210.823,119127.18,-237.246,-9.467,1445581.733,1.286,1.176
210.873,119115.306,-237.719,-9.467,1445581.733,1.287,1.176
210.923,119103.408,-238.193,-9.467,1445581.733,1.288,1.175
210.973,119091.487,-238.666,-9.467,1445581.733,1.289,1.175
211.023,119079.542,-239.139,-9.467,1445581.733,1.291,1.175
211.073,119067.573,-239.613,-9.467,1445581.733,1.292,1.174
211.123,119055.58,-240.086,-9.467,1445581.733,1.293,1.174
211.173,119043.564,-240.56,-9.467,1445581.733,1.294,1.174
211.223,119031.524,-241.033,-9.467,1445581.733,1.295,1.174
211.273,119019.461,-241.506,-9.467,1445581.733,1.296,1.173
211.323,119007.374,-241.98,-9.467,1445581.733,1.297,1.173
211.373,118995.263,-242.453,-9.467,1445581.733,1.298,1.173
211.423,118983.129,-242.926,-9.467,1445581.733,1.299,1.173
211.473,118970.97,-243.4,-9.467,1445581.733,1.3,1.172
211.523,118958.789,-243.873,-9.467,1445581.733,1.301,1.172
211.573,118946.583,-244.346,-9.467,1445581.733,1.302,1.172
211.623,118934.354,-244.82,-9.468,1445581.733,1.303,1.171
211.673,118922.101,-245.293,-9.468,1445581.733,1.304,1.171
211.723,118909.825,-245.767,-9.468,1445581.733,1.305,1.171
211.773,118897.524,-246.24,-9.468,1445581.733,1.306,1.17
211.823,118885.201,-246.713,-9.468,1445581.733,1.308,1.17
211.873,118872.853,-247.187,-9.468,1445581.733,1.309,1.17
211.923,118860.482,-247.66,-9.468,1445581.733,1.31,1.169
211.973,118848.087,-248.134,-9.468,1445581.733,1.311,1.169
212.023,118835.669,-248.607,-9.468,1445581.733,1.313,1.169
212.073,118823.226,-249.08,-9.468,1445581.733,1.314,1.168
212.123,118810.761,-249.554,-9.468,1445581.733,1.315,1.168
212.173,118798.271,-250.027,-9.468,1445581.733,1.316,1.168
212.223,118785.758,-250.5,-9.468,1445581.733,1.317,1.167
212.273,118773.221,-250.974,-9.468,1445581.733,1.318,1.167
212.323,118760.66,-251.447,-9.468,1445581.733,1.319,1.167
212.373,118748.076,-251.921,-9.468,1445581.733,1.321,1.166
212.423,118735.468,-252.394,-9.468,1445581.733,1.322,1.166
212.473,118722.837,-252.867,-9.468,1445581.733,1.323,1.165
212.523,118710.182,-253.341,-9.468,1445581.733,1.324,1.165
212.573,118697.503,-253.814,-9.468,1445581.733,1.325,1.165
212.623,118684.8,-254.288,-9.468,1445581.733,1.326,1.165
212.673,118672.074,-254.761,-9.468,1445581.733,1.327,1.164
212.723,118659.324,-255.234,-9.468,1445581.733,1.329,1.164
212.773,118646.551,-255.708,-9.468,1445581.733,1.33,1.164
212.823,118633.753,-256.181,-9.468,1445581.733,1.331,1.163
212.873,118620.932,-256.655,-9.468,1445581.733,1.332,1.163
212.923,118608.088,-257.128,-9.468,1445581.733,1.334,1.162
212.973,118595.22,-257.602,-9.468,1445581.733,1.335,1.162
213.023,118582.328,-258.075,-9.468,1445581.733,1.336,1.162
213.073,118569.412,-258.548,-9.468,1445581.733,1.337,1.162
213.123,118556.473,-259.022,-9.468,1445581.733,1.338,1.161
213.173,118543.51,-259.495,-9.468,1445581.733,1.339,1.161
213.223,118530.523,-259.969,-9.468,1445581.733,1.34,1.161
213.273,118517.513,-260.442,-9.468,1445581.733,1.342,1.16
213.323,118504.479,-260.915,-9.469,1445581.733,1.343,1.16
213.373,118491.422,-261.389,-9.469,1445581.733,1.344,1.159
213.423,118478.34,-261.862,-9.469,1445581.733,1.345,1.159
213.473,118465.235,-262.336,-9.469,1445581.733,1.346,1.159
213.523,118452.107,-262.809,-9.469,1445581.733,1.347,1.159
213.573,118438.954,-263.283,-9.469,1445581.733,1.349,1.158
213.623,118425.778,-263.756,-9.469,1445581.733,1.35,1.158
213.673,118412.579,-264.229,-9.469,1445581.733,1.351,1.158
213.723,118399.355,-264.703,-9.469,1445581.733,1.352,1.157
213.773,118386.108,-265.176,-9.469,1445581.733,1.353,1.157
213.823,118372.838,-265.65,-9.469,1445581.733,1.355,1.157
213.873,118359.543,-266.123,-9.469,1445581.733,1.356,1.156
213.923,118346.225,-266.597,-9.469,1445581.733,1.357,1.156
213.973,118332.884,-267.07,-9.469,1445581.733,1.359,1.155
214.023,118319.518,-267.544,-9.469,1445581.733,1.36,1.155
214.073,118306.129,-268.017,-9.469,1445581.733,1.361,1.155
214.123,118292.717,-268.49,-9.469,1445581.733,1.362,1.154
214.173,118279.28,-268.964,-9.469,1445581.733,1.364,1.154
214.223,118265.82,-269.437,-9.469,1445581.733,1.365,1.154
214.273,118252.337,-269.911,-9.469,1445581.733,1.366,1.153
214.323,118238.829,-270.384,-9.469,1445581.733,1.367,1.153
214.373,118225.298,-270.858,-9.469,1445581.733,1.368,1.153
214.423,118211.744,-271.331,-9.469,1445581.733,1.369,1.152
214.473,118198.165,-271.805,-9.469,1445581.733,1.37,1.152
214.523,118184.563,-272.278,-9.469,1445581.733,1.371,1.152
214.573,118170.937,-272.752,-9.469,1445581.733,1.372,1.151
214.623,118157.288,-273.225,-9.469,1445581.733,1.374,1.151
214.673,118143.615,-273.699,-9.469,1445581.733,1.375,1.151
214.723,118129.918,-274.172,-9.469,1445581.733,1.376,1.15
214.773,118116.198,-274.645,-9.469,1445581.733,1.378,1.15
214.823,118102.453,-275.119,-9.469,1445581.733,1.379,1.15
